Age,Gender,Salary,JobRole,JobSatisfaction,WorkLifeBalance,YearsAtCompany,Overtime,DistanceFromHome,EducationLevel,PerformanceRating,MaritalStatus,Attrition
54,Male,58332,Technician,3,3,11,Yes,5,3,4,Married,No
58,Female,115937,Manager,1,2,6,No,6,3,4,Married,Yes
33,Female,103929,Technician,1,3,6,No,35,2,2,Married,No
24,Female,94206,HR,3,3,10,Yes,1,1,1,Single,No
22,Male,116137,Technician,4,4,19,No,35,4,2,Married,No
54,Male,27251,Sales,1,3,28,No,3,2,4,Divorced,No
31,Male,70717,Engineer,1,4,10,Yes,36,2,2,Married,Yes
50,Male,52027,Sales,5,1,16,No,7,1,2,Divorced,No
34,Male,111551,Engineer,2,1,2,No,29,4,4,Married,Yes
33,Female,34583,Technician,1,2,15,Yes,15,1,3,Single,Yes
52,Male,75387,Manager,4,1,4,Yes,11,2,3,Married,Yes
23,Male,48104,Technician,4,4,27,Yes,18,3,1,Divorced,Yes
56,Male,37224,HR,5,3,1,Yes,4,1,2,Divorced,Yes
44,Female,85624,Technician,4,3,22,Yes,24,1,1,Married,No
38,Female,81058,Engineer,5,1,29,No,11,3,2,Divorced,No
47,Female,54299,Sales,1,4,25,No,6,4,1,Single,Yes
29,Male,103572,Manager,1,3,25,No,18,4,1,Married,Yes
50,Female,110469,Technician,1,1,6,No,15,1,4,Divorced,Yes
47,Female,102928,Technician,1,4,27,No,3,3,3,Married,No
31,Female,98474,Sales,2,4,9,Yes,17,1,3,Married,Yes
47,Male,29141,Manager,2,3,4,Yes,33,3,3,Married,Yes
55,Female,48350,Technician,1,2,14,Yes,34,2,4,Married,Yes
28,Male,100082,Technician,4,2,11,Yes,30,3,3,Married,No
25,Male,95871,Engineer,5,4,9,No,19,1,4,Single,No
32,Female,30077,Engineer,3,4,21,Yes,9,5,2,Married,No
50,Male,71015,HR,5,1,16,Yes,31,4,4,Single,Yes
57,Female,96147,Sales,3,4,19,No,27,1,1,Married,No
46,Male,84180,Manager,3,1,19,No,25,3,1,Divorced,Yes
42,Female,65857,Technician,1,1,10,Yes,7,3,2,Married,Yes
57,Female,84840,Technician,3,1,7,No,7,4,2,Married,No
31,Female,84902,HR,1,4,14,No,20,1,1,Divorced,Yes
58,Male,30577,Technician,2,4,1,Yes,36,5,3,Single,Yes
30,Female,45002,Sales,4,1,16,No,19,2,3,Single,No
45,Male,75711,HR,3,3,22,Yes,2,5,3,Single,No
56,Female,64451,Sales,4,4,5,No,34,2,2,Single,No
56,Male,74103,HR,1,2,20,No,17,2,1,Divorced,Yes
57,Male,53647,Technician,3,3,27,No,24,1,4,Single,No
39,Female,59831,HR,5,2,12,No,9,2,2,Single,No
53,Female,91830,Engineer,2,4,28,Yes,1,3,1,Single,Yes
45,Female,105632,Manager,2,3,28,No,28,2,3,Single,No
44,Female,61833,Technician,3,4,7,Yes,15,2,3,Single,No
53,Female,117864,Manager,2,4,10,Yes,21,4,3,Married,Yes
58,Male,49398,Technician,5,3,14,No,15,4,1,Married,No
33,Female,86554,Manager,4,4,12,No,23,1,3,Single,No
34,Female,75755,Engineer,5,3,17,Yes,2,1,1,Divorced,No
44,Male,42706,Manager,2,4,17,No,36,3,2,Divorced,No
46,Female,47340,HR,4,1,24,No,9,4,4,Married,No
56,Female,89994,Manager,5,2,16,Yes,2,5,3,Divorced,No
51,Male,88884,Technician,1,1,21,No,2,1,2,Married,Yes
38,Female,109361,Sales,1,4,12,Yes,18,1,2,Single,Yes
41,Female,42482,Manager,4,4,28,No,17,4,1,Single,No
46,Female,79225,Manager,4,4,2,No,8,4,2,Divorced,No
43,Male,83849,Manager,4,1,28,No,34,3,1,Divorced,Yes
34,Female,99854,Technician,1,4,20,No,34,4,1,Divorced,Yes
40,Male,66256,Manager,5,3,23,No,5,2,2,Single,No
57,Female,106110,Technician,4,2,6,No,29,5,1,Single,No
33,Male,39650,Technician,1,4,28,Yes,28,2,1,Divorced,Yes
40,Female,71118,Sales,4,4,11,Yes,16,2,1,Divorced,No
33,Male,53930,HR,4,2,3,No,14,2,2,Divorced,No
30,Male,110707,Technician,4,2,23,No,2,1,4,Divorced,No
28,Male,36801,Engineer,1,2,26,Yes,4,2,1,Married,Yes
49,Male,76360,Manager,5,1,26,Yes,31,1,3,Divorced,Yes
35,Male,112908,Engineer,1,1,25,Yes,26,4,2,Divorced,Yes
52,Male,41559,Manager,1,4,10,No,27,5,2,Married,No
40,Female,57334,Sales,4,2,13,No,34,5,1,Married,Yes
37,Female,38288,Technician,3,4,17,No,31,2,2,Married,No
26,Male,47398,HR,3,4,6,Yes,11,5,3,Married,No
56,Male,101230,Technician,3,4,4,Yes,8,1,4,Divorced,No
33,Male,37191,Manager,1,1,15,No,12,4,2,Single,Yes
46,Male,43051,HR,4,2,10,Yes,35,2,2,Single,No
42,Female,86715,Technician,3,4,21,No,34,3,2,Single,No
57,Male,35737,HR,2,1,2,No,13,5,1,Single,Yes
44,Female,90140,Manager,2,3,15,Yes,27,5,3,Single,Yes
37,Female,50251,Sales,2,3,10,No,8,2,4,Single,No
35,Male,75975,Sales,5,4,9,Yes,21,5,3,Married,No
52,Male,30147,Technician,4,4,22,Yes,11,5,3,Married,No
26,Female,75508,Engineer,1,2,22,No,22,3,2,Single,Yes
56,Female,77224,Manager,1,2,1,No,21,1,4,Divorced,Yes
44,Male,44643,Technician,4,4,15,Yes,28,2,3,Divorced,No
50,Male,63967,Technician,5,1,16,No,3,2,4,Single,No
32,Male,65733,Sales,4,4,9,Yes,7,3,1,Divorced,Yes
39,Female,109003,HR,5,2,17,No,14,3,2,Married,No
33,Female,59808,Manager,3,2,11,Yes,15,1,1,Married,Yes
30,Male,92288,HR,3,1,7,Yes,9,4,4,Divorced,Yes
31,Female,83959,Manager,5,4,26,No,7,2,2,Single,No
38,Female,26849,Engineer,4,2,25,No,12,5,1,Married,Yes
59,Male,93178,Sales,3,4,2,Yes,19,1,2,Divorced,No
28,Male,92136,Engineer,4,2,26,Yes,27,2,1,Divorced,Yes
34,Female,85740,Technician,3,3,19,Yes,18,1,3,Married,No
30,Female,111322,Sales,4,3,23,Yes,13,4,2,Married,No
48,Male,69565,Technician,4,3,2,No,1,2,4,Single,No
23,Male,45183,Engineer,2,2,5,No,38,5,2,Divorced,Yes
26,Male,26132,Manager,5,1,1,No,21,2,4,Single,Yes
50,Male,63259,Technician,1,3,2,Yes,34,1,1,Married,Yes
58,Male,88668,HR,5,2,16,No,13,4,1,Divorced,No
59,Female,63563,Manager,4,4,8,Yes,23,1,4,Married,No
40,Female,117227,Manager,4,3,3,Yes,1,1,1,Married,No
29,Female,35931,Engineer,5,1,21,No,23,3,2,Married,No
22,Female,98169,Engineer,4,1,22,No,28,1,1,Single,Yes
43,Male,75639,Sales,3,1,1,Yes,32,4,4,Married,Yes
38,Male,83901,Sales,4,4,23,Yes,8,5,4,Single,No
28,Male,26044,HR,5,4,27,No,26,3,3,Married,No
46,Female,71691,Manager,5,1,8,Yes,14,1,4,Married,No
25,Female,49363,HR,5,1,13,No,24,2,1,Divorced,Yes
57,Female,71694,HR,2,1,25,No,29,3,4,Married,Yes
27,Male,26582,Engineer,2,4,10,Yes,4,4,1,Divorced,Yes
52,Female,104910,HR,2,4,1,Yes,18,2,1,Divorced,Yes
40,Male,91844,HR,2,2,20,Yes,14,4,3,Single,Yes
48,Male,46301,Technician,2,3,1,Yes,27,2,1,Divorced,Yes
31,Male,99329,Sales,2,4,26,Yes,3,5,4,Divorced,Yes
47,Male,26620,Sales,2,1,4,No,30,4,4,Married,Yes
40,Male,87224,Manager,5,3,6,No,36,2,4,Married,No
24,Male,81655,Sales,1,4,21,No,23,4,1,Single,Yes
34,Female,62534,Manager,2,3,3,No,18,3,4,Divorced,No
49,Male,64390,Technician,5,2,13,Yes,10,4,2,Divorced,No
41,Male,96629,Sales,1,4,1,No,12,4,2,Single,Yes
49,Female,80856,Technician,2,1,22,Yes,8,2,4,Married,Yes
29,Male,74252,Sales,1,1,11,Yes,32,4,1,Divorced,Yes
22,Female,80809,Sales,1,2,9,Yes,17,5,4,Single,Yes
24,Female,47259,Technician,3,2,24,Yes,14,1,2,Married,Yes
34,Female,45655,HR,4,2,0,Yes,37,3,1,Single,Yes
49,Male,58005,HR,3,2,18,No,9,2,4,Single,No
46,Male,56629,HR,1,2,22,Yes,26,4,1,Divorced,Yes
54,Female,48610,HR,5,4,15,Yes,24,4,4,Married,No
59,Male,82184,Sales,2,4,14,No,23,4,3,Divorced,No
27,Male,46602,Engineer,4,3,13,No,31,3,1,Divorced,No
53,Female,110945,Technician,2,2,8,No,39,1,2,Married,Yes
42,Female,36110,Engineer,5,1,28,Yes,2,5,2,Married,Yes
37,Male,31073,Engineer,4,1,20,Yes,18,5,2,Married,Yes
42,Female,105818,Manager,3,2,22,Yes,16,2,2,Divorced,Yes
32,Female,35195,HR,1,2,14,Yes,29,1,4,Married,Yes
58,Female,26537,Sales,5,2,25,No,11,1,4,Married,No
57,Male,42138,HR,1,2,6,No,2,3,1,Married,Yes
56,Male,69328,HR,1,2,3,No,14,4,3,Single,Yes
40,Male,71202,Engineer,2,1,20,No,4,1,3,Married,Yes
41,Female,65164,Manager,5,3,17,No,39,4,1,Divorced,No
39,Male,114743,HR,1,2,7,No,34,3,2,Single,Yes
35,Female,79659,Technician,3,2,11,Yes,39,2,3,Divorced,Yes
36,Male,111155,Technician,4,2,14,Yes,9,2,3,Single,Yes
52,Male,74692,HR,5,4,14,No,7,4,1,Married,No
22,Female,49845,Engineer,2,1,16,No,17,4,2,Single,Yes
24,Male,114846,Engineer,5,1,1,No,23,1,4,Divorced,Yes
37,Female,55562,Sales,2,3,11,No,11,3,4,Single,No
44,Male,53036,Manager,4,4,2,Yes,22,2,3,Married,No
32,Male,85752,Engineer,3,4,6,Yes,18,1,4,Married,No
33,Female,99233,Sales,1,4,5,Yes,28,5,1,Divorced,Yes
31,Female,108049,Technician,5,3,13,No,16,1,3,Single,No
53,Female,93681,Technician,2,3,22,No,4,4,3,Divorced,No
37,Male,52818,Technician,4,3,26,No,36,5,2,Divorced,No
29,Male,55544,HR,1,4,4,Yes,22,1,4,Divorced,Yes
59,Male,87532,Manager,4,1,29,Yes,11,3,2,Married,Yes
33,Female,103636,Sales,3,4,3,Yes,21,2,3,Single,No
45,Female,82705,Manager,1,3,14,No,16,5,4,Married,No
49,Female,45104,HR,1,4,6,Yes,9,3,2,Married,Yes
29,Male,94603,Sales,1,2,2,Yes,35,1,4,Married,Yes
49,Male,84025,Sales,2,4,12,No,34,4,3,Single,No
57,Female,57317,Engineer,1,4,9,Yes,9,4,3,Married,Yes
47,Male,56416,Manager,4,1,22,No,13,3,3,Married,No
29,Female,67012,Manager,2,1,1,No,6,4,1,Married,Yes
49,Male,93045,Engineer,1,1,11,No,4,2,2,Single,Yes
49,Male,46400,Technician,4,2,27,Yes,28,3,2,Single,Yes
58,Female,73270,HR,4,1,23,Yes,11,3,3,Divorced,Yes
57,Male,97069,Manager,5,2,27,No,34,4,2,Married,No
48,Male,74833,Engineer,4,3,21,Yes,35,3,3,Married,No
38,Female,88644,Sales,3,1,11,No,5,1,2,Single,No
30,Female,105206,Engineer,1,4,18,Yes,39,5,4,Single,Yes
54,Male,94468,Technician,1,4,18,No,11,5,2,Married,No
41,Female,84473,HR,1,2,20,No,12,4,3,Divorced,Yes
34,Male,70809,Technician,4,1,2,Yes,19,2,2,Divorced,Yes
49,Female,63328,Sales,4,4,5,No,13,2,4,Married,No
50,Male,61784,Sales,1,3,1,No,4,4,4,Divorced,Yes
34,Male,48723,Sales,2,1,23,No,14,4,4,Divorced,Yes
56,Female,85646,Sales,2,3,12,No,2,3,3,Married,No
27,Male,91255,Engineer,3,4,26,No,8,2,1,Divorced,No
39,Male,25074,Sales,5,1,27,Yes,22,5,3,Single,Yes
26,Female,51498,Sales,3,2,26,Yes,13,4,4,Married,Yes
46,Female,90522,Engineer,1,4,8,No,21,5,2,Single,No
23,Male,45541,Sales,1,3,12,Yes,21,5,4,Married,Yes
31,Female,70929,Technician,1,1,22,No,28,2,1,Single,Yes
51,Female,51028,Technician,5,3,13,No,33,5,1,Divorced,No
26,Male,54545,Manager,4,3,18,No,29,3,4,Single,No
54,Male,104569,Technician,5,2,10,No,37,3,3,Single,No
22,Female,56673,HR,3,2,13,No,22,2,1,Single,No
39,Female,55974,HR,4,4,15,Yes,26,3,4,Single,No
53,Female,83899,HR,4,2,9,Yes,11,4,3,Single,Yes
32,Male,48097,Engineer,3,2,19,Yes,11,2,2,Married,No
42,Male,118144,Technician,4,4,15,Yes,34,5,3,Single,No
47,Male,89824,HR,2,4,27,Yes,19,4,1,Single,Yes
46,Male,48525,Manager,3,4,25,Yes,37,2,3,Married,No
43,Male,82804,Engineer,3,4,1,No,14,5,3,Married,No
48,Male,40043,Manager,2,3,24,Yes,29,5,2,Divorced,Yes
34,Male,66846,Technician,5,3,15,No,19,5,4,Single,No
54,Female,102261,Sales,5,4,13,No,37,5,3,Single,No
55,Female,75227,Manager,5,4,20,Yes,21,5,2,Divorced,No
56,Male,78028,Sales,4,1,27,Yes,24,2,1,Single,Yes
22,Male,62383,Engineer,2,1,17,No,26,3,4,Divorced,Yes
42,Male,54483,Manager,3,1,25,No,12,5,1,Married,Yes
27,Female,32265,Manager,3,2,5,No,19,4,4,Single,No
49,Male,47763,Engineer,3,3,6,No,30,2,3,Single,No
38,Female,100652,Engineer,4,3,12,No,15,1,3,Married,No
26,Female,40733,HR,4,1,1,Yes,3,3,4,Single,Yes
52,Female,116038,Technician,5,1,14,Yes,13,4,1,Married,Yes
26,Female,62420,Manager,4,3,16,No,9,5,1,Married,No
59,Female,34247,Manager,5,2,12,No,13,2,1,Divorced,Yes
24,Male,48840,Engineer,5,1,6,No,16,2,3,Married,No
44,Male,90149,Engineer,3,4,0,No,14,5,4,Divorced,No
58,Female,46058,Technician,4,1,2,No,8,4,4,Married,No
58,Male,59929,Engineer,5,3,19,No,19,2,1,Divorced,No
31,Female,109171,Sales,2,3,17,No,32,3,3,Divorced,No
31,Female,116164,Sales,2,1,6,No,35,4,4,Divorced,Yes
40,Male,56362,Sales,4,1,20,Yes,23,5,4,Divorced,Yes
38,Male,111489,Sales,3,4,16,No,21,4,1,Single,No
42,Male,109664,Technician,3,4,27,No,18,4,1,Married,No
35,Male,72356,Manager,5,2,11,Yes,14,1,4,Married,No
30,Male,102597,Sales,4,2,15,No,16,5,3,Married,No
22,Female,31041,Engineer,2,4,23,No,24,3,2,Married,No
34,Male,103209,Sales,5,2,9,No,32,5,4,Divorced,No
25,Male,86954,Technician,5,2,22,No,11,1,4,Single,No
22,Male,86869,Engineer,1,1,15,Yes,11,5,3,Married,Yes
53,Female,46059,Sales,4,4,19,No,4,5,4,Married,No
55,Male,69722,Manager,5,1,17,No,26,3,2,Married,No
49,Female,42548,Engineer,2,1,14,No,5,1,3,Divorced,Yes
52,Male,40078,Engineer,1,2,22,Yes,36,5,2,Married,Yes
29,Male,30419,Manager,2,1,10,No,33,5,2,Married,Yes
47,Female,60490,Engineer,3,3,17,No,14,2,4,Single,No
55,Male,101086,Sales,1,2,5,Yes,32,5,2,Divorced,Yes
24,Male,83760,Engineer,1,3,0,Yes,7,3,4,Single,Yes
33,Female,55337,Sales,5,2,29,Yes,10,2,4,Married,Yes
22,Male,26468,Manager,3,1,22,Yes,2,1,3,Divorced,Yes
26,Female,49309,HR,5,2,6,No,10,4,3,Married,No
51,Female,91344,Manager,4,3,11,Yes,35,3,3,Married,No
51,Female,115283,Sales,2,2,19,Yes,21,1,4,Divorced,Yes
38,Female,97255,Technician,2,3,3,Yes,8,2,2,Single,Yes
44,Female,106899,Manager,5,4,9,No,18,4,2,Divorced,No
36,Male,53718,Technician,2,1,20,Yes,9,1,3,Divorced,Yes
58,Male,119337,Technician,2,3,1,No,30,3,3,Single,Yes
42,Male,62841,Sales,4,4,8,No,4,2,4,Divorced,No
35,Female,98548,Sales,3,1,9,Yes,35,3,1,Single,Yes
23,Female,108565,HR,1,4,19,No,14,3,1,Single,Yes
32,Female,71660,Engineer,5,3,10,Yes,14,2,4,Divorced,No
59,Female,75281,Manager,5,1,24,Yes,37,5,1,Divorced,Yes
55,Male,25767,Sales,4,4,13,No,20,3,1,Single,No
59,Male,28895,Manager,4,3,2,No,29,2,1,Single,No
55,Female,83026,Technician,1,4,24,No,23,3,3,Single,No
39,Female,67968,Engineer,3,1,0,No,21,5,2,Single,Yes
51,Male,65097,HR,5,1,6,Yes,31,2,2,Single,Yes
36,Female,40332,Manager,4,1,3,No,32,1,3,Divorced,No
48,Female,39621,Engineer,5,3,6,No,7,1,3,Married,No
55,Female,101870,HR,2,4,15,No,13,1,3,Divorced,No
59,Male,43174,Manager,5,4,29,No,23,4,1,Married,No
54,Male,65502,Engineer,3,3,9,Yes,8,3,4,Single,No
45,Female,61674,Sales,3,1,14,Yes,12,3,4,Divorced,Yes
36,Male,62260,Manager,5,2,15,No,36,2,1,Married,Yes
51,Female,67498,Engineer,2,1,5,No,16,4,1,Single,Yes
38,Female,92609,HR,3,2,3,Yes,26,3,3,Divorced,Yes
26,Male,74464,Engineer,4,1,3,Yes,29,2,3,Married,Yes
50,Female,96805,Sales,5,3,23,Yes,29,5,2,Divorced,No
25,Female,89919,Manager,2,2,22,Yes,6,3,3,Married,Yes
31,Male,79469,Manager,4,3,3,No,37,3,1,Divorced,No
38,Female,42194,Manager,5,2,26,No,33,5,2,Divorced,No
31,Female,51811,Sales,2,4,21,Yes,31,5,3,Married,Yes
38,Female,97377,HR,4,2,21,Yes,18,3,2,Divorced,Yes
41,Male,68723,Manager,3,2,16,No,38,5,2,Divorced,No
45,Female,100235,HR,5,2,12,No,31,2,3,Single,No
26,Male,101298,Engineer,5,4,1,Yes,16,3,4,Married,Yes
55,Female,84238,HR,3,3,19,No,37,3,1,Divorced,No
27,Female,27147,HR,1,4,5,Yes,14,1,1,Married,Yes
23,Female,63445,Manager,4,2,21,No,39,3,2,Divorced,No
34,Female,78803,Technician,3,1,0,No,4,1,4,Married,Yes
32,Male,86108,Technician,5,4,7,Yes,30,5,4,Married,No
44,Male,27013,Sales,4,1,17,No,33,5,3,Single,No
37,Female,110617,Sales,4,4,28,Yes,36,2,3,Single,No
52,Female,107410,Technician,1,4,20,No,30,1,1,Married,Yes
32,Female,78502,Engineer,5,2,3,Yes,14,3,3,Divorced,Yes
37,Female,62755,Manager,2,3,4,Yes,23,1,3,Married,Yes
29,Female,33733,Manager,1,3,4,Yes,28,5,2,Divorced,Yes
25,Female,34479,Engineer,1,2,14,No,7,5,4,Married,Yes
25,Female,100361,Engineer,2,4,9,Yes,10,2,4,Single,Yes
46,Female,46304,Technician,2,3,7,Yes,4,5,3,Single,Yes
24,Male,60694,Sales,1,3,25,No,38,1,3,Divorced,No
53,Male,106171,Engineer,4,3,6,No,13,3,3,Married,No
24,Male,111296,Sales,3,2,11,Yes,21,3,1,Divorced,Yes
48,Female,34490,HR,3,1,29,Yes,33,1,1,Single,Yes
50,Female,46252,Manager,1,1,24,No,28,2,2,Married,Yes
53,Female,31862,Technician,4,1,27,No,23,3,1,Single,Yes
40,Male,94959,Manager,2,1,10,No,32,1,4,Single,Yes
42,Female,35450,Technician,1,1,12,Yes,5,1,1,Married,Yes
26,Male,81022,HR,5,3,14,No,26,5,4,Divorced,No
39,Female,86991,Manager,4,3,16,Yes,39,5,1,Married,No
49,Male,65927,HR,5,4,21,Yes,26,2,1,Single,Yes
43,Male,113090,Technician,5,3,21,Yes,3,2,2,Single,No
42,Male,74853,Engineer,1,2,17,No,24,2,3,Single,Yes
27,Female,56826,Manager,4,4,26,No,34,1,3,Single,No
22,Male,67879,HR,5,3,7,No,34,1,3,Divorced,No
26,Female,82265,Manager,4,4,5,Yes,20,5,2,Married,No
33,Female,97361,Manager,3,4,10,Yes,30,3,4,Married,No
47,Female,102990,Manager,5,1,28,No,20,2,1,Divorced,Yes
55,Female,114787,Sales,5,4,25,No,18,4,2,Divorced,No
35,Female,111184,HR,4,3,8,Yes,38,2,4,Single,No
47,Male,65736,HR,3,1,25,Yes,20,5,2,Married,Yes
48,Female,49530,Manager,5,3,4,Yes,6,1,2,Married,No
30,Female,103052,Engineer,1,1,6,Yes,25,5,4,Married,Yes
47,Female,72058,Manager,4,3,21,No,3,5,3,Divorced,No
43,Female,99094,Sales,4,1,26,Yes,19,5,1,Single,Yes
51,Female,99255,Technician,5,1,14,Yes,10,4,3,Single,Yes
38,Male,29886,Sales,3,2,20,No,5,4,2,Married,No
47,Male,118721,Engineer,5,3,21,No,22,2,4,Single,No
57,Female,62387,Manager,2,4,3,No,9,1,2,Divorced,No
22,Male,46575,HR,5,1,18,No,33,5,3,Divorced,No
29,Male,64643,Manager,2,3,12,Yes,15,3,3,Married,Yes
56,Female,35100,Engineer,1,1,0,Yes,24,2,3,Single,Yes
36,Male,85356,HR,4,2,0,Yes,30,2,1,Divorced,Yes
43,Female,32856,Sales,4,2,21,Yes,36,5,3,Divorced,Yes
35,Male,63169,Technician,3,2,13,Yes,39,2,1,Divorced,Yes
47,Male,53804,Technician,5,2,8,No,6,5,1,Divorced,No
49,Male,60790,Manager,1,4,23,No,15,2,3,Single,No
44,Female,55988,Sales,2,4,11,Yes,38,1,4,Divorced,Yes
35,Male,101448,Engineer,3,1,17,No,39,2,2,Divorced,No
45,Male,63506,Technician,1,3,8,Yes,22,2,2,Single,Yes
23,Female,112904,Sales,1,2,7,Yes,3,3,1,Married,Yes
47,Female,92306,Manager,2,2,29,Yes,29,1,1,Married,Yes
35,Male,37305,HR,2,4,13,Yes,29,1,1,Divorced,Yes
28,Female,34969,Manager,4,4,27,Yes,31,1,2,Married,No
24,Male,37404,Manager,5,2,8,No,2,2,1,Single,Yes
44,Male,33989,Sales,3,3,19,No,35,4,4,Divorced,No
39,Female,90305,Technician,5,1,24,Yes,9,2,4,Single,No
59,Female,60983,Sales,3,1,1,Yes,22,5,1,Married,Yes
56,Female,64462,HR,1,1,28,No,19,3,2,Married,Yes
36,Male,44360,Sales,2,1,0,Yes,37,1,3,Divorced,Yes
46,Female,110657,Engineer,2,3,12,Yes,10,5,2,Married,Yes
58,Male,51287,Manager,1,3,24,Yes,21,5,3,Divorced,Yes
49,Female,90472,Technician,1,3,9,No,17,4,3,Divorced,No
31,Male,86313,HR,3,4,7,Yes,3,1,1,Single,Yes
38,Female,59160,Manager,1,2,6,Yes,7,2,4,Married,Yes
43,Male,31789,Sales,3,3,29,No,37,1,1,Married,No
47,Female,52181,Engineer,5,1,28,Yes,36,3,3,Divorced,No
46,Male,39385,Sales,2,3,23,Yes,3,1,1,Divorced,Yes
38,Female,107597,Manager,2,2,11,No,13,5,3,Divorced,Yes
34,Female,90641,HR,2,4,16,No,30,5,1,Divorced,Yes
41,Male,69247,Technician,5,1,29,Yes,23,2,4,Single,Yes
46,Female,111673,Manager,5,4,24,No,7,2,4,Married,No
25,Male,30544,HR,4,3,11,Yes,30,2,2,Single,No
31,Male,38275,Manager,3,1,15,Yes,29,3,3,Married,Yes
24,Female,88248,Engineer,3,1,9,No,8,1,3,Single,No
39,Male,59550,Sales,4,3,26,Yes,10,4,1,Divorced,Yes
57,Female,78693,Technician,2,3,24,No,33,1,2,Single,No
43,Female,44641,HR,3,2,11,No,20,2,4,Single,No
55,Male,96749,Technician,3,3,10,No,29,3,1,Divorced,No
29,Female,105021,Technician,2,3,24,Yes,29,1,2,Divorced,Yes
40,Male,40605,Technician,1,3,28,No,21,5,4,Married,No
58,Male,75713,HR,1,1,13,Yes,1,1,1,Married,Yes
27,Female,45390,HR,4,2,21,No,34,5,4,Single,No
47,Female,100403,Technician,5,1,19,No,32,1,3,Single,No
55,Male,83466,Sales,3,3,12,Yes,14,1,2,Single,No
27,Male,28981,Manager,3,2,1,Yes,37,1,4,Divorced,Yes
58,Female,34493,Technician,4,3,26,No,35,2,2,Married,No
54,Female,96218,Engineer,4,1,19,Yes,24,5,1,Single,Yes
43,Female,96318,Technician,3,1,6,Yes,1,3,2,Married,Yes
42,Female,41984,HR,2,3,0,No,6,4,1,Married,Yes
27,Male,47760,Manager,2,2,29,No,4,5,2,Divorced,Yes
27,Female,116529,Engineer,5,1,24,Yes,38,2,1,Divorced,Yes
25,Male,26524,Manager,3,3,2,No,1,5,1,Single,No
51,Male,74402,Manager,3,4,28,No,31,3,1,Single,No
32,Female,116656,Engineer,3,3,28,No,36,5,4,Single,No
51,Male,90614,Technician,3,3,19,Yes,9,2,3,Single,No
52,Female,60891,Technician,4,2,11,Yes,23,2,2,Single,No
45,Male,116009,Technician,1,3,4,Yes,31,4,3,Married,Yes
30,Female,64832,Sales,3,4,11,No,29,3,3,Married,No
24,Male,70836,Technician,1,3,28,Yes,21,4,3,Divorced,Yes
52,Male,98953,Engineer,2,4,2,No,3,1,3,Divorced,No
58,Female,38362,Sales,5,1,19,No,26,2,2,Married,No
57,Female,91745,Technician,2,3,4,No,6,4,2,Divorced,No
45,Male,62921,Sales,3,2,27,No,20,2,3,Divorced,No
52,Male,95434,Engineer,2,3,0,Yes,13,2,2,Single,Yes
27,Female,43562,Technician,4,4,15,No,23,1,2,Divorced,No
23,Male,89510,HR,1,4,29,No,15,2,1,Divorced,Yes
41,Female,101407,Engineer,3,2,8,Yes,31,4,2,Divorced,No
49,Male,32610,Manager,4,4,9,No,4,3,4,Married,No
32,Female,117918,Manager,1,3,28,Yes,11,5,3,Married,Yes
25,Male,40791,Engineer,4,4,9,Yes,2,4,2,Single,No
36,Female,83047,Manager,2,3,12,Yes,16,1,3,Divorced,Yes
27,Female,92906,Engineer,3,3,15,No,31,5,2,Married,No
51,Male,44665,HR,2,4,29,Yes,39,2,3,Single,Yes
59,Female,95246,Engineer,5,2,19,No,4,4,4,Divorced,No
23,Male,90864,Technician,3,1,28,Yes,28,5,2,Single,Yes
36,Female,71451,Technician,2,2,24,Yes,16,4,2,Single,Yes
32,Female,111148,Sales,3,1,3,Yes,39,2,4,Divorced,Yes
29,Female,70890,Manager,1,2,13,Yes,25,4,2,Married,Yes
47,Male,31794,Manager,3,3,16,No,13,1,3,Divorced,No
26,Female,57888,Engineer,3,3,27,No,5,5,4,Divorced,No
27,Male,31749,Manager,1,4,4,Yes,30,5,1,Divorced,Yes
47,Female,71531,Technician,2,1,12,Yes,1,5,3,Married,Yes
25,Male,45608,HR,3,1,24,Yes,5,4,2,Divorced,No
40,Male,105986,Engineer,4,4,2,No,14,2,3,Married,No
41,Male,94211,Manager,3,2,4,Yes,11,4,4,Single,Yes
54,Female,108996,Technician,2,4,15,Yes,34,4,2,Married,Yes
41,Male,81017,Sales,1,2,18,No,29,5,2,Single,Yes
33,Female,82676,Manager,2,4,27,Yes,18,2,4,Single,Yes
22,Male,36560,HR,5,1,18,Yes,15,3,1,Divorced,Yes
47,Male,79401,HR,3,1,16,Yes,25,2,2,Married,No
35,Male,75468,Manager,3,2,17,Yes,30,4,2,Single,Yes
59,Male,57463,Manager,1,1,17,No,2,1,2,Single,Yes
58,Female,56663,Technician,3,1,24,No,27,2,1,Married,Yes
32,Male,93706,Manager,4,1,22,No,15,5,3,Married,No
57,Male,83773,Sales,4,1,7,Yes,32,1,1,Single,Yes
34,Female,58123,Technician,2,3,17,Yes,20,3,3,Single,Yes
24,Male,119346,Engineer,1,4,8,No,14,3,2,Married,No
54,Male,34718,Sales,5,4,28,Yes,27,1,3,Married,No
27,Male,87637,Technician,2,3,18,Yes,3,3,3,Single,Yes
31,Male,25028,Technician,1,1,9,No,3,1,3,Divorced,Yes
26,Female,87370,HR,1,4,28,No,13,4,3,Married,No
44,Female,72599,Technician,2,4,1,Yes,25,1,2,Single,Yes
31,Male,42397,Sales,2,4,27,No,18,4,4,Single,No
