Engine_CC,Mileage,Horsepower,Age,Brand,Fuel_Type,Transmission,Condition,Price
2947,20.4,165,5,Tata,Diesel,Manual,6.0,838993
1277,21.3,263,5,Honda,Petrol,Manual,7.0,734316
2422,18.0,60,6,BMW,Petrol,Automatic,9.0,1614035
1739,20.9,304,2,BMW,CNG,Manual,10.0,1701530
1325,8.5,131,6,Audi,Petrol,Manual,8.0,1321312
3181,16.6,74,14,Audi,Diesel,Manual,9.0,1317248
801,13.6,112,11,Suzuki,Diesel,Automatic,4.0,525289
1174,10.6,67,4,Toyota,Petrol,Manual,4.0,658844
3140,10.0,105,9,Suzuki,Diesel,Manual,5.0,835490
1352,20.1,173,3,Honda,CNG,Manual,4.0,545780
3165,18.5,206,16,Suzuki,Petrol,Manual,10.0,1015002
2325,13.1,225,11,Audi,Petrol,Manual,5.0,1356943
2651,17.4,198,4,Tata,CNG,Manual,4.0,841278
1180,17.8,176,1,Suzuki,Petrol,Automatic,4.0,871381
2446,11.9,335,16,Hyundai,Petrol,Manual,7.0,903918
813,21.0,336,19,Kia,CNG,Manual,7.0,331776
1303,23.6,237,16,Toyota,Diesel,Automatic,8.0,790621
3078,23.8,213,11,Audi,CNG,Automatic,9.0,1286379
2808,20.0,260,8,Tata,Petrol,Manual,6.0,883022
929,18.2,174,1,BMW,Petrol,Manual,8.0,1262661
1637,9.2,218,9,Kia,Petrol,Manual,4.0,634161
2840,13.8,101,12,Suzuki,Diesel,Manual,8.0,897063
827,9.9,306,8,Audi,Diesel,Automatic,7.0,1411188
2913,27.3,127,17,BMW,Petrol,Automatic,9.0,1393607
2052,10.7,255,10,BMW,Petrol,Manual,4.0,1270297
1060,11.0,149,7,Honda,Diesel,Manual,4.0,413299
2846,25.8,170,19,Honda,Petrol,Manual,8.0,729003
2272,26.9,204,6,Tata,Petrol,Manual,9.0,426451
2247,23.3,334,19,Audi,CNG,Manual,10.0,1089032
1259,8.1,238,18,Kia,Petrol,Manual,5.0,624708
1100,8.0,300,15,Tata,Diesel,Manual,10.0,769329
3134,15.6,212,2,Audi,Diesel,Manual,6.0,1700142
1429,10.9,163,14,Hyundai,Petrol,Manual,9.0,631321
1069,8.4,134,10,Toyota,Petrol,Manual,8.0,466059
3439,17.3,187,16,Toyota,Petrol,Manual,10.0,926541
2793,26.9,258,7,Kia,Diesel,Automatic,8.0,1593367
2428,14.5,213,8,Audi,Petrol,Manual,6.0,1608837
2601,21.2,115,10,Honda,Diesel,Manual,4.0,833331
1661,21.0,337,15,Kia,CNG,Manual,4.0,602199
2080,13.0,78,8,Suzuki,CNG,Manual,5.0,350810
2980,21.0,218,13,Tata,Petrol,Manual,8.0,654456
2599,12.2,85,12,Hyundai,Diesel,Manual,6.0,796738
2506,10.4,228,8,Toyota,CNG,Manual,8.0,759716
3360,22.0,82,15,Audi,Petrol,Manual,7.0,1328682
3160,10.3,106,12,Honda,Petrol,Manual,8.0,1118480
1375,27.9,72,11,Honda,Petrol,Manual,8.0,662440
2803,11.7,276,19,Honda,Petrol,Automatic,7.0,987708
2107,19.9,253,14,Tata,Diesel,Manual,7.0,483866
2756,16.2,203,18,Suzuki,Petrol,Manual,10.0,781759
2820,10.5,132,13,BMW,Diesel,Manual,6.0,1200094
3012,8.6,215,4,Kia,Diesel,Manual,10.0,1035252
3152,20.5,136,17,Tata,Diesel,Manual,4.0,803111
2455,24.1,228,19,Suzuki,Diesel,Manual,5.0,757324
2379,24.8,346,9,Honda,Petrol,Automatic,10.0,1178305
2647,17.7,144,7,Audi,Diesel,Manual,7.0,1412203
3003,23.5,241,1,Kia,Petrol,Manual,4.0,830512
2190,21.5,171,7,Hyundai,Petrol,Manual,6.0,589814
2542,22.5,289,7,Suzuki,Petrol,Manual,9.0,740871
2725,17.9,155,20,Audi,CNG,Manual,,692936
1419,20.7,227,7,Tata,CNG,Automatic,,796171
2074,24.1,215,8,Tata,Petrol,Manual,6.0,760117
1756,16.0,164,16,Kia,Petrol,Automatic,7.0,731437
2739,24.1,252,3,Honda,Diesel,Manual,5.0,998160
3181,19.8,191,13,Hyundai,Petrol,Automatic,10.0,857523
1768,11.3,197,10,Toyota,Petrol,Automatic,7.0,872161
3358,8.5,329,18,Toyota,Diesel,Automatic,8.0,1235401
2116,15.3,97,7,Tata,Petrol,Automatic,7.0,729407
1843,18.9,104,5,Audi,Petrol,Manual,8.0,1161724
1081,24.8,222,7,Hyundai,Petrol,Manual,7.0,948482
2966,10.5,312,17,Audi,Petrol,Manual,9.0,1516162
1858,24.0,228,4,Hyundai,Petrol,Manual,5.0,1096079
997,25.3,344,16,Hyundai,Petrol,Automatic,9.0,976656
3332,11.0,333,19,Tata,Petrol,Manual,4.0,1000993
1882,25.0,79,10,Audi,Petrol,Manual,5.0,783248
1984,27.8,298,3,Tata,Diesel,Manual,10.0,1078151
1808,22.5,329,3,Kia,CNG,Automatic,7.0,859397
2029,23.7,90,17,Hyundai,Petrol,Automatic,6.0,351380
1835,27.9,163,10,Suzuki,Diesel,Manual,4.0,814093
1289,20.1,229,17,Honda,Petrol,Manual,6.0,556050
1075,14.2,245,17,Kia,Petrol,Manual,,373634
3089,24.8,187,4,Hyundai,Petrol,Manual,10.0,963539
2039,20.3,269,6,Suzuki,Petrol,Manual,5.0,590423
2074,19.6,340,12,Hyundai,Diesel,Manual,10.0,889337
925,13.1,312,20,Suzuki,Petrol,Manual,4.0,383504
1016,23.1,78,17,Audi,Petrol,Manual,9.0,985131
2008,9.6,259,17,Toyota,Diesel,Manual,7.0,695458
2046,26.5,279,10,BMW,Petrol,Automatic,6.0,1810643
3342,14.5,195,7,Kia,Petrol,Automatic,7.0,1178184
3274,10.6,282,16,Hyundai,Petrol,Manual,8.0,964729
1718,16.8,62,13,BMW,Petrol,Automatic,10.0,1315633
2117,8.8,295,3,Hyundai,Petrol,Manual,4.0,894170
2998,21.7,287,2,Audi,Petrol,Manual,6.0,1888674
3231,26.1,201,16,Audi,Petrol,Manual,5.0,1316646
2461,24.7,68,6,Suzuki,Petrol,Automatic,,491743
1107,10.5,249,6,Hyundai,Diesel,Manual,,859625
2159,10.5,224,13,Audi,Diesel,Manual,9.0,1514542
2769,24.3,198,7,Audi,CNG,Manual,5.0,1184520
1691,26.5,335,5,Hyundai,CNG,Automatic,6.0,922755
1174,17.2,350,7,Suzuki,CNG,Automatic,10.0,687066
2833,18.0,112,2,Suzuki,Diesel,Manual,10.0,703720
2164,14.4,234,17,Suzuki,Diesel,Automatic,10.0,579968
928,25.9,169,13,Suzuki,Petrol,Manual,9.0,262288
1814,20.9,262,16,Toyota,Diesel,Automatic,8.0,1026859
2599,13.8,195,20,Hyundai,Petrol,Automatic,5.0,338858
2181,14.0,63,2,Tata,Diesel,Manual,10.0,740333
1316,25.8,214,5,Toyota,Petrol,Automatic,5.0,732980
2318,8.3,231,18,Audi,Diesel,Manual,9.0,1262580
885,14.5,106,7,Toyota,Petrol,Automatic,5.0,363839
1998,19.1,153,11,Kia,Petrol,Automatic,,815684
3158,11.0,107,11,Tata,Petrol,Manual,9.0,571932
1942,9.8,299,17,Tata,Petrol,Manual,9.0,855133
3274,24.3,272,16,Tata,Petrol,Manual,4.0,635698
2793,25.9,198,13,Suzuki,Petrol,Automatic,,766679
2961,24.5,264,5,Audi,Petrol,Automatic,5.0,1776233
1102,26.0,132,20,Toyota,Petrol,Manual,9.0,513860
1387,19.1,63,16,Toyota,Diesel,Manual,5.0,485063
1786,24.2,135,16,Kia,Petrol,Manual,5.0,435153
2663,15.7,136,16,Hyundai,Petrol,Manual,10.0,796442
1144,21.3,315,14,Toyota,CNG,Manual,,701175
1613,27.8,161,6,Kia,Petrol,Manual,4.0,512689
2787,12.5,165,2,Audi,Petrol,Manual,5.0,1524578
2110,15.8,98,14,Suzuki,Petrol,Manual,10.0,757188
2799,17.6,334,16,Hyundai,Diesel,Manual,4.0,987472
2477,10.8,147,20,Kia,Petrol,Automatic,4.0,736062
2127,9.6,270,13,Toyota,Petrol,Manual,9.0,884272
1892,24.6,136,15,Hyundai,Diesel,Manual,7.0,515086
3208,27.5,136,12,BMW,Petrol,Manual,10.0,1370771
1809,16.1,87,9,Hyundai,Diesel,Manual,7.0,755570
1503,9.8,304,18,Tata,Petrol,Manual,5.0,690191
1374,9.3,125,14,Suzuki,Petrol,Manual,6.0,867193
2408,25.8,325,20,Tata,Diesel,Manual,7.0,884060
1912,17.3,264,4,BMW,Petrol,Automatic,10.0,1689483
1487,14.4,117,8,Tata,Diesel,Manual,9.0,568171
3432,17.5,260,8,BMW,CNG,Manual,10.0,1994323
3436,14.4,284,16,Hyundai,Petrol,Manual,9.0,914227
1288,17.8,201,10,Audi,CNG,Manual,,964080
2147,25.2,143,17,Suzuki,Petrol,Automatic,6.0,428747
1293,19.8,202,1,Audi,Diesel,Automatic,,1870994
2467,21.9,92,18,Suzuki,Petrol,Manual,5.0,540970
2437,15.3,211,10,Kia,Petrol,Manual,10.0,716399
818,22.8,217,4,Suzuki,Petrol,Automatic,8.0,564413
3244,21.3,200,1,Tata,Petrol,Manual,8.0,1008079
1800,10.4,310,4,Tata,Petrol,Manual,4.0,774040
1650,19.5,171,4,Audi,CNG,Manual,4.0,1156113
2188,13.1,203,4,Honda,Diesel,Manual,5.0,1078118
2154,24.1,268,17,Kia,Petrol,Automatic,6.0,713382
2167,16.5,283,9,BMW,Petrol,Manual,4.0,1272371
1621,27.9,102,19,Tata,Diesel,Manual,10.0,504956
1254,9.9,323,13,Kia,Petrol,Manual,10.0,655327
2424,23.6,303,4,Tata,Petrol,Automatic,7.0,997020
1510,21.5,62,5,Tata,Petrol,Manual,10.0,642813
2990,23.3,184,13,Hyundai,Petrol,Automatic,5.0,744792
1716,14.2,327,16,Audi,Petrol,Manual,9.0,1334615
3452,17.8,143,5,Audi,Diesel,Automatic,8.0,1952443
2296,23.9,75,8,Tata,Diesel,Manual,10.0,639252
2240,12.7,118,16,Hyundai,Petrol,Manual,5.0,520401
1104,12.5,236,1,Tata,CNG,Manual,9.0,728059
1535,19.0,122,6,BMW,Petrol,Automatic,9.0,1443446
3138,18.5,108,11,Hyundai,Petrol,Manual,4.0,795913
2763,13.6,305,16,Tata,Petrol,Manual,9.0,930623
2949,14.0,348,5,Suzuki,Petrol,Manual,6.0,1095093
2809,13.6,345,16,Honda,Petrol,Manual,9.0,1049394
1761,23.4,74,7,Suzuki,Petrol,Automatic,,484208
1826,21.0,314,19,Honda,Petrol,Manual,8.0,723026
2932,24.6,151,1,Hyundai,Petrol,Automatic,6.0,929267
3175,27.5,338,9,Suzuki,Diesel,Manual,5.0,1176861
2273,17.5,265,18,BMW,Diesel,Automatic,6.0,1789567
3301,9.3,153,13,Kia,Petrol,Manual,6.0,865416
2747,9.0,284,15,Suzuki,Diesel,Manual,5.0,877545
3476,13.9,258,3,Audi,CNG,Manual,8.0,1660313
1977,26.7,330,10,Kia,Diesel,Automatic,10.0,1151524
1464,18.5,293,9,Kia,Petrol,Manual,9.0,535211
811,13.4,105,13,Honda,Petrol,Manual,6.0,481823
1956,16.0,123,16,Honda,Diesel,Automatic,6.0,644838
1103,20.0,289,3,Tata,Petrol,Automatic,10.0,957237
2563,21.1,308,15,BMW,Petrol,Automatic,5.0,1538197
842,11.1,305,17,Honda,Petrol,Manual,,928536
1743,27.5,134,14,Honda,Diesel,Manual,10.0,923830
3190,18.9,216,7,Tata,Diesel,Automatic,6.0,1112414
2149,10.7,282,20,BMW,Petrol,Manual,4.0,1016793
3345,25.9,249,16,Suzuki,Petrol,Manual,9.0,1022388
3211,9.5,111,8,Hyundai,CNG,Manual,9.0,806666
1690,26.2,147,4,Suzuki,Petrol,Automatic,10.0,853221
3274,27.9,125,20,Audi,Petrol,Manual,8.0,1141818
1804,22.0,209,15,Audi,Petrol,Automatic,10.0,1262286
820,23.4,79,5,Honda,Diesel,Manual,6.0,668209
1206,14.7,92,13,Kia,Diesel,Automatic,5.0,268592
3466,26.8,340,6,Audi,CNG,Manual,,1379729
1814,18.6,105,5,Hyundai,Petrol,Manual,10.0,836143
1135,22.6,132,17,Honda,Petrol,Manual,5.0,700404
2638,26.5,192,7,Tata,Petrol,Automatic,10.0,1014627
1947,27.5,114,6,Audi,Diesel,Manual,,1182412
3246,24.7,120,2,Kia,Petrol,Automatic,,832567
2627,14.1,67,11,Tata,Petrol,Manual,8.0,769179
1514,27.3,331,7,Toyota,Diesel,Manual,8.0,903285
850,20.6,305,8,Toyota,Petrol,Manual,10.0,915655
1123,26.6,235,5,Toyota,Petrol,Manual,8.0,854285
1588,21.5,175,18,Tata,Diesel,Automatic,7.0,695224
940,14.1,330,16,Toyota,Petrol,Manual,5.0,619665
1269,15.4,252,14,Suzuki,Petrol,Automatic,,683907
1586,19.0,209,12,Toyota,Petrol,Automatic,4.0,712012
2625,23.8,190,17,Honda,Petrol,Manual,10.0,743169
2157,14.4,161,5,BMW,Petrol,Manual,10.0,1357467
2716,19.6,329,14,Suzuki,Diesel,Manual,9.0,511785
1763,14.9,269,6,Kia,Petrol,Automatic,9.0,936890
1172,24.3,126,15,BMW,CNG,Manual,5.0,929836
3341,17.3,69,7,Honda,Petrol,Manual,6.0,1019702
2492,9.5,108,14,Kia,Petrol,Automatic,7.0,769799
1979,11.3,170,18,Honda,Petrol,Manual,,541753
3138,9.2,278,1,Hyundai,Diesel,Manual,5.0,1314256
2471,18.0,116,6,Kia,Petrol,Manual,6.0,721423
905,10.1,342,3,Suzuki,Diesel,Manual,9.0,1068978
2243,10.3,172,5,BMW,Diesel,Manual,9.0,1507344
2481,26.8,192,12,Toyota,CNG,Manual,4.0,547755
801,25.5,130,11,Honda,Diesel,Automatic,7.0,587730
3436,17.0,142,13,Toyota,Petrol,Manual,9.0,692244
3491,27.7,116,16,Kia,Diesel,Manual,4.0,593000
2937,8.0,330,18,BMW,CNG,Manual,7.0,1330015
1149,20.3,170,17,Tata,CNG,Manual,9.0,335828
2086,20.3,135,17,Suzuki,Petrol,Manual,7.0,200000
1862,17.1,217,11,Audi,Diesel,Manual,6.0,1418697
3006,15.9,79,20,Tata,Petrol,Manual,4.0,246107
3159,17.1,190,10,Kia,Petrol,Manual,7.0,929914
1244,16.3,181,16,Kia,Diesel,Manual,10.0,637105
3145,22.6,100,2,Tata,CNG,Manual,,1074366
1751,10.7,226,17,Audi,Petrol,Manual,6.0,1134812
835,12.0,189,20,Kia,Diesel,Manual,9.0,424149
1907,11.6,82,10,Kia,Petrol,Manual,9.0,542330
2275,13.2,338,13,Honda,Petrol,Manual,10.0,1226829
2598,18.5,310,12,Hyundai,Petrol,Manual,5.0,618104
2645,10.2,68,15,Kia,Petrol,Manual,5.0,599331
2208,25.4,72,7,Toyota,Diesel,Automatic,,918008
1995,13.9,111,13,Honda,Petrol,Manual,10.0,702053
2199,11.3,268,12,Hyundai,Petrol,Manual,8.0,873738
2508,21.5,97,12,Toyota,Petrol,Manual,8.0,772924
2185,8.8,159,2,BMW,Petrol,Automatic,10.0,1898490
3406,20.4,252,5,Tata,CNG,Manual,7.0,870818
2988,22.0,250,2,Tata,Petrol,Automatic,9.0,1184169
2100,12.3,110,20,Audi,Petrol,Automatic,5.0,918876
2043,8.8,200,13,Hyundai,Diesel,Manual,7.0,680433
1320,15.3,227,3,Toyota,Petrol,Manual,4.0,766585
2606,10.0,168,11,Kia,Diesel,Manual,,713574
809,10.3,266,16,Honda,Petrol,Manual,10.0,565733
1783,13.1,169,1,Toyota,Petrol,Manual,5.0,781848
3225,13.9,255,19,Honda,CNG,Automatic,5.0,848648
2456,18.6,211,11,Tata,Diesel,Manual,5.0,755823
2460,21.6,302,9,Audi,Petrol,Manual,,1599456
3431,19.9,187,14,Kia,Diesel,Automatic,8.0,975648
2999,11.0,164,9,Audi,CNG,Manual,6.0,1252885
1519,11.4,69,7,Toyota,Petrol,Automatic,,771365
1872,25.6,207,16,Toyota,Petrol,Manual,10.0,641789
1658,19.2,199,3,Honda,Petrol,Manual,8.0,922505
2116,25.4,249,19,Honda,Petrol,Manual,9.0,914491
2403,15.4,153,4,Hyundai,Petrol,Automatic,9.0,1056838
849,20.3,288,7,Tata,Diesel,Manual,10.0,813693
3378,18.5,122,12,Hyundai,Petrol,Automatic,10.0,911773
945,14.4,84,18,Hyundai,Diesel,Manual,8.0,748550
1714,17.4,327,5,Toyota,Petrol,Automatic,8.0,1006560
2262,18.0,340,10,Suzuki,Petrol,Automatic,,633142
3089,12.0,70,12,Suzuki,Diesel,Automatic,6.0,914228
1380,14.3,260,8,Suzuki,Petrol,Manual,7.0,626682
2384,23.8,185,19,Suzuki,Petrol,Manual,8.0,518105
1282,26.3,249,15,Hyundai,Petrol,Manual,7.0,531251
2049,15.2,148,1,Toyota,Diesel,Manual,7.0,1261679
1472,14.1,175,3,Suzuki,Petrol,Manual,4.0,659419
1430,11.9,236,18,Kia,Petrol,Automatic,6.0,695930
1461,21.6,73,18,Audi,CNG,Manual,10.0,761729
3266,14.5,316,2,BMW,CNG,Automatic,7.0,2045971
1787,27.8,268,5,Audi,Petrol,Manual,10.0,1686991
2346,14.5,340,1,Toyota,Petrol,Manual,10.0,1128668
1449,15.9,164,10,Toyota,Diesel,Manual,6.0,502776
1768,20.1,206,20,BMW,Diesel,Automatic,6.0,1304935
3437,24.0,338,10,Honda,Petrol,Manual,4.0,1143821
1900,17.4,68,5,Honda,Petrol,Automatic,10.0,978580
3356,16.5,177,18,Kia,Diesel,Manual,9.0,923189
1240,27.9,153,15,Honda,CNG,Automatic,6.0,517196
1720,8.2,203,20,Hyundai,Diesel,Manual,7.0,619527
1569,25.9,348,8,Honda,Petrol,Manual,9.0,949384
2143,11.0,73,17,Tata,Petrol,Manual,9.0,447133
2626,23.7,316,12,Hyundai,Diesel,Automatic,5.0,1247710
1062,20.4,245,12,Hyundai,Petrol,Manual,7.0,420513
2377,14.8,266,1,Kia,Petrol,Automatic,7.0,1440468
3484,25.5,231,4,Honda,Petrol,Manual,6.0,1257603
3306,8.3,329,8,Honda,Petrol,Automatic,7.0,1062111
1798,12.5,280,1,Kia,Petrol,Manual,10.0,913885
1499,19.3,211,15,BMW,Diesel,Manual,5.0,1049917
3149,15.0,170,18,Suzuki,Diesel,Manual,6.0,737309
2403,20.2,242,1,Kia,CNG,Automatic,8.0,830558
2041,8.5,131,11,BMW,Diesel,Automatic,7.0,1483646
1925,10.3,342,2,Hyundai,Petrol,Manual,7.0,967204
3401,10.5,133,1,BMW,Petrol,Automatic,4.0,1759126
3135,11.8,274,12,Hyundai,Petrol,Manual,8.0,811912
1990,17.2,82,16,Toyota,Petrol,Automatic,,801692
3468,23.0,127,10,Hyundai,CNG,Manual,10.0,582083
1805,26.1,152,18,Hyundai,Petrol,Manual,,622039
835,24.7,122,15,BMW,Petrol,Manual,10.0,1000636
1543,11.9,283,17,Suzuki,Petrol,Manual,8.0,542865
2564,16.8,284,10,Toyota,Petrol,Manual,10.0,1003883
1152,12.0,162,3,Audi,Diesel,Automatic,10.0,1778453
2722,13.3,274,16,Audi,Petrol,Manual,4.0,1098195
872,18.1,251,6,Suzuki,Petrol,Automatic,5.0,567380
3495,9.4,219,3,Audi,Petrol,Automatic,10.0,2025151
2176,12.4,266,9,Toyota,CNG,Manual,10.0,1027901
2714,26.7,328,11,Honda,Petrol,Manual,8.0,1227383
1893,17.3,253,13,Toyota,Petrol,Manual,5.0,511017
3272,16.9,211,18,BMW,Petrol,Automatic,8.0,1748955
1507,8.3,296,4,Kia,Petrol,Automatic,,1068699
2604,12.9,147,8,Tata,Petrol,Automatic,10.0,1142687
3408,25.3,70,13,Hyundai,Diesel,Manual,9.0,942854
1755,11.3,246,10,Hyundai,Diesel,Automatic,8.0,977262
3364,16.3,273,2,Kia,Diesel,Manual,10.0,1396005
3275,8.3,74,8,BMW,Petrol,Manual,7.0,1539525
959,17.6,325,6,BMW,Petrol,Manual,,1678238
2996,8.4,132,16,Tata,Petrol,Automatic,7.0,897543
2535,24.4,111,18,Tata,Petrol,Automatic,6.0,634613
2385,24.5,187,17,Hyundai,Petrol,Manual,9.0,535311
866,23.8,87,6,Tata,Petrol,Automatic,4.0,437939
3228,13.7,124,13,Tata,Diesel,Automatic,5.0,642307
857,24.7,76,14,Tata,Diesel,Manual,5.0,354693
1141,18.9,197,10,Kia,Diesel,Manual,6.0,781387
1953,15.5,288,11,Suzuki,Diesel,Manual,8.0,772649
1995,20.5,313,13,Honda,Petrol,Manual,4.0,950841
3461,8.2,269,12,Tata,Petrol,Manual,6.0,901285
2032,10.9,290,9,Honda,Petrol,Manual,6.0,841584
3201,22.8,300,4,Honda,Petrol,Automatic,,1364368
2294,12.9,129,7,BMW,Petrol,Manual,,1395668
2621,20.0,163,2,Tata,Petrol,Manual,7.0,851107
915,15.7,263,7,Hyundai,Petrol,Manual,8.0,753770
1461,25.1,112,9,Suzuki,Diesel,Manual,8.0,484948
2265,27.0,113,5,Hyundai,Diesel,Automatic,10.0,1001239
3300,25.7,335,15,Tata,Petrol,Manual,10.0,1246161
2668,13.4,90,18,Hyundai,Petrol,Manual,6.0,776952
3134,11.9,194,4,Tata,Petrol,Automatic,8.0,821529
1816,17.5,117,19,Suzuki,Diesel,Manual,7.0,200000
1110,8.1,164,20,Toyota,Petrol,Automatic,4.0,478656
1007,8.5,325,7,Suzuki,Diesel,Manual,5.0,827605
3465,19.1,69,8,Kia,Petrol,Manual,7.0,732458
3293,18.4,312,17,Toyota,Petrol,Automatic,10.0,1303842
1432,27.9,215,13,Audi,Petrol,Manual,,1035561
2902,12.0,217,11,Toyota,Petrol,Manual,,877364
1456,13.2,96,1,Honda,Petrol,Manual,5.0,871175
2223,10.3,178,2,Kia,Diesel,Manual,9.0,891529
2731,26.4,126,17,Honda,Petrol,Automatic,5.0,736369
3362,23.6,301,5,Kia,Petrol,Automatic,6.0,1257931
2479,24.4,272,6,Suzuki,CNG,Manual,8.0,725813
1036,26.1,160,7,Honda,Petrol,Manual,6.0,957076
1147,18.5,115,15,Honda,Petrol,Automatic,5.0,665329
3474,17.0,298,19,Audi,Petrol,Automatic,6.0,1679396
1429,14.6,290,16,Honda,Diesel,Manual,8.0,808727
2340,19.8,151,13,BMW,Diesel,Automatic,7.0,1647012
2803,17.1,338,5,BMW,Petrol,Manual,4.0,1629586
2071,17.0,168,3,BMW,CNG,Manual,9.0,1400597
1163,26.7,227,3,Toyota,Diesel,Automatic,7.0,880869
3168,27.7,277,19,Suzuki,Petrol,Manual,5.0,814635
1085,23.9,281,14,Suzuki,Diesel,Manual,7.0,639620
948,23.1,220,16,Hyundai,Petrol,Manual,6.0,808947
1907,21.6,75,17,Audi,Diesel,Manual,,1278959
3253,11.3,337,4,BMW,Petrol,Manual,,2028455
1255,9.2,116,13,BMW,Diesel,Automatic,7.0,1177909
2566,21.8,121,8,Honda,Petrol,Manual,8.0,735333
1599,22.6,301,19,BMW,Diesel,Manual,6.0,1294764
1984,8.9,149,5,Honda,Petrol,Manual,4.0,821397
1812,26.6,131,2,Honda,Diesel,Manual,7.0,1026849
3307,9.8,89,15,Hyundai,Petrol,Manual,9.0,1043965
2323,13.7,347,2,Toyota,CNG,Manual,5.0,815361
3356,21.4,145,11,Honda,Diesel,Manual,10.0,964459
1280,11.4,293,13,Honda,Petrol,Automatic,6.0,806042
2486,9.1,294,10,Suzuki,CNG,Manual,6.0,793835
2961,14.6,324,3,Hyundai,Petrol,Automatic,,1328428
2401,23.3,346,5,Honda,Diesel,Manual,9.0,1114543
3208,16.3,328,3,Audi,Diesel,Automatic,10.0,2528946
1140,21.1,245,6,Toyota,Petrol,Manual,8.0,613193
2810,19.6,190,13,Kia,CNG,Automatic,10.0,716207
3296,8.4,350,10,Audi,Petrol,Manual,7.0,1666225
2666,27.8,336,19,BMW,Petrol,Automatic,7.0,1487742
1634,8.8,239,8,Toyota,Diesel,Manual,8.0,1043253
2003,27.4,349,18,BMW,Diesel,Automatic,5.0,1556842
2525,19.0,222,3,Suzuki,Petrol,Automatic,8.0,1211962
2489,27.3,330,17,Tata,Petrol,Automatic,,796532
1110,10.3,155,8,Tata,Diesel,Manual,4.0,547066
1061,17.8,321,10,Tata,Petrol,Manual,8.0,860066
2242,11.4,347,2,Honda,CNG,Automatic,5.0,1105125
1205,9.0,142,12,Hyundai,Diesel,Manual,8.0,874019
2990,20.4,284,6,Audi,Petrol,Manual,8.0,1738284
1141,12.2,282,2,BMW,Petrol,Manual,6.0,1042838
2139,19.8,177,3,Honda,Petrol,Manual,,1110872
1043,10.2,251,17,Tata,Petrol,Manual,7.0,645026
1289,14.6,138,7,Audi,Diesel,Manual,7.0,1305428
811,23.6,137,5,Audi,CNG,Manual,10.0,706506
1360,16.7,206,1,Suzuki,Petrol,Manual,8.0,614836
841,20.6,166,8,Suzuki,Petrol,Manual,4.0,372872
1393,20.9,330,12,Tata,Petrol,Automatic,9.0,692889
2252,24.9,303,14,BMW,Diesel,Manual,7.0,1764484
2626,14.5,132,16,Tata,Diesel,Manual,8.0,690515
2493,21.7,85,10,Tata,Diesel,Manual,8.0,721114
933,27.2,269,15,Honda,Petrol,Automatic,9.0,873074
1747,22.6,151,15,Hyundai,Diesel,Manual,8.0,758921
872,17.8,184,10,Tata,Petrol,Manual,9.0,200000
1198,20.6,132,7,BMW,Diesel,Manual,9.0,1176305
2228,22.8,182,3,Audi,Diesel,Manual,10.0,1444078
3425,20.2,243,2,Audi,Diesel,Manual,,1994186
929,8.3,246,6,Kia,Petrol,Automatic,10.0,811265
2611,11.9,257,9,Toyota,Diesel,Manual,8.0,1051341
2801,24.2,137,10,Tata,Petrol,Manual,6.0,384211
1065,13.5,245,4,Kia,Diesel,Manual,,752177
2360,22.6,312,3,Kia,Petrol,Automatic,5.0,1208594
2785,15.4,72,9,Honda,Petrol,Manual,9.0,1083232
1592,18.4,135,17,Toyota,Petrol,Manual,5.0,618053
3100,9.4,110,14,Suzuki,Diesel,Manual,8.0,526637
2112,11.6,334,10,Hyundai,Petrol,Manual,7.0,1064442
963,27.1,208,13,BMW,Diesel,Automatic,4.0,1207047
894,25.8,278,12,Tata,Diesel,Manual,10.0,678161
2605,21.0,181,1,Audi,Diesel,Manual,8.0,1418327
1933,17.2,270,19,Honda,Petrol,Manual,4.0,790903
3183,21.5,339,19,Audi,Diesel,Manual,6.0,1419161
1621,20.4,85,6,Tata,Petrol,Manual,5.0,613678
1037,19.4,232,13,Suzuki,Petrol,Automatic,10.0,666800
3228,9.2,215,19,Toyota,Petrol,Manual,6.0,1021395
3330,20.7,297,13,Tata,Petrol,Manual,7.0,837002
2760,23.4,141,4,Toyota,Petrol,Manual,7.0,923162
1848,27.9,332,2,BMW,Petrol,Automatic,9.0,2208281
2476,8.2,127,15,Honda,Petrol,Manual,,635679
3329,22.6,103,12,Suzuki,Petrol,Automatic,10.0,970413
1763,19.4,120,7,Honda,Petrol,Manual,10.0,800346
1336,16.7,182,20,BMW,Petrol,Manual,8.0,725444
2403,10.6,255,18,Suzuki,CNG,Manual,9.0,588282
2779,16.2,170,13,Kia,Petrol,Manual,7.0,839135
927,15.1,317,17,Suzuki,Petrol,Manual,7.0,717217
891,14.1,148,4,Toyota,Petrol,Manual,9.0,955201
1342,22.6,257,14,Toyota,Petrol,Manual,6.0,609559
1645,22.0,341,20,Toyota,Petrol,Manual,4.0,476932
2481,19.8,259,13,Audi,Petrol,Manual,5.0,1191523
2651,26.8,158,3,Kia,CNG,Manual,7.0,592378
3294,15.0,86,18,Hyundai,Diesel,Automatic,9.0,891296
1189,12.9,148,14,Tata,Diesel,Manual,,485493
2684,21.1,205,15,Toyota,CNG,Automatic,6.0,905538
842,12.0,241,3,Hyundai,CNG,Manual,10.0,398498
1053,14.3,316,1,Hyundai,Diesel,Manual,10.0,913300
