age,monthly_charges,total_usage_gb,tenure_months,support_calls,late_payments,gender,contract_type,payment_method,internet_type,region,customer_segment,churn
,2664.378004487557,180.36430697252175,93.0,3.0,7.0,Male,Yearly,Credit Card,Mobile,,Standard,No
40.0,,57.14601481825993,100.0,4.0,3.0,Male,Yearly,Net Banking,Mobile,East,,Yes
27.0,791.8411751733576,115.06884585034429,22.0,,0.0,Male,Yearly,UPI,,West,Basic,No
,3109.927043426591,262.01616253620153,52.0,4.0,,Female,Monthly,Credit Card,DSL,East,,Yes
,3026.6806458178567,,,5.0,,Female,Monthly,Debit Card,Mobile,North,Premium,Yes
30.0,3022.9704248727694,126.44939551227448,,2.0,0.0,,Yearly,UPI,Fiber,,,No
57.0,3215.6944996840466,33.57741881643302,36.0,4.0,4.0,,Yearly,Debit Card,DSL,South,Standard,
,3544.10571751863,198.56127021806233,,1.0,3.0,Male,Quarterly,Credit Card,DSL,North,Premium,No
37.0,,120.9306686085354,103.0,9.0,,Male,Quarterly,Debit Card,DSL,South,Premium,
18.0,1714.1932405769646,113.67919199875196,,0.0,2.0,,Yearly,,,South,Premium,
54.0,,480.1320873431604,19.0,10.0,6.0,Male,Yearly,Net Banking,Mobile,,,
,2742.1505701855413,310.06874053323344,38.0,0.0,7.0,,Quarterly,Debit Card,DSL,North,,
34.0,846.7622561044902,280.6548293701875,70.0,9.0,5.0,Male,Yearly,Net Banking,Mobile,North,Premium,
,763.4791815979064,210.80867624404436,116.0,6.0,9.0,Male,Quarterly,Credit Card,Mobile,,,No
28.0,2004.0724341322737,217.3274450479214,111.0,1.0,0.0,,Quarterly,Net Banking,Fiber,North,Basic,
32.0,4032.036397001604,272.74797689985,79.0,3.0,7.0,Female,Quarterly,Debit Card,,,Standard,Yes
41.0,3684.564206334121,349.7327544828731,57.0,4.0,,Female,Monthly,Debit Card,Fiber,South,Standard,Yes
55.0,,352.56231761000555,20.0,6.0,2.0,Male,Monthly,Debit Card,Fiber,West,,
52.0,2827.7107539872422,89.98848431419754,,1.0,7.0,Female,Yearly,UPI,Fiber,North,Basic,Yes
47.0,2480.8954907997077,252.55581227793036,32.0,13.0,,Male,Quarterly,Debit Card,Fiber,,Basic,No
,1163.5363701782778,,,5.0,7.0,Male,Monthly,Credit Card,DSL,North,Basic,No
66.0,,,,0.0,,,Yearly,Net Banking,Mobile,West,Premium,No
,2453.0871477824385,317.5523660030963,82.0,6.0,2.0,Male,Yearly,,Fiber,North,,No
61.0,898.7019335582775,268.589512875911,5.0,,5.0,,Yearly,,DSL,North,Basic,No
67.0,1492.7537872004507,62.1203478785641,20.0,4.0,8.0,,Yearly,UPI,,,,No
31.0,3192.013823286825,304.79075521508867,87.0,4.0,,Male,Yearly,Credit Card,Fiber,,,Yes
28.0,3810.4840140763545,63.01593331171554,75.0,3.0,,Male,Quarterly,Debit Card,Fiber,,,No
26.0,,,37.0,,9.0,Male,Yearly,UPI,DSL,West,Basic,Yes
51.0,,75.70677258309428,22.0,,2.0,Male,Quarterly,Net Banking,Mobile,North,Standard,
29.0,3391.543397908362,347.5764552770626,58.0,,3.0,,,UPI,Fiber,North,,Yes
,2395.6162398233237,107.09479634889554,68.0,7.0,,Female,Yearly,UPI,,East,Basic,
52.0,3362.7981411870473,198.97038972807286,93.0,,2.0,Male,Monthly,Debit Card,DSL,South,,Yes
18.0,,448.35901492129545,44.0,4.0,9.0,Female,Quarterly,UPI,Fiber,,Premium,No
57.0,1032.512859155243,106.1366097824903,34.0,9.0,1.0,Male,,Credit Card,,,,Yes
,,256.36350665959566,77.0,8.0,1.0,Male,Monthly,,DSL,,Standard,Yes
46.0,4279.110285360277,212.5394722771809,42.0,1.0,6.0,,,Debit Card,DSL,South,,No
,2227.2482836986983,13.971400317636217,,,8.0,Male,Yearly,Net Banking,Fiber,North,Standard,Yes
,3073.4252205223393,397.41526621854234,106.0,10.0,9.0,Female,Monthly,Credit Card,Mobile,East,,Yes
,3144.962123879892,39.17772362572686,95.0,3.0,,Female,,Credit Card,Fiber,,Standard,No
54.0,1330.143139101377,239.75623538359204,7.0,5.0,6.0,,Monthly,UPI,,West,,Yes
31.0,2130.059487435298,282.53575599478023,68.0,,6.0,Female,Yearly,,Mobile,East,,
47.0,2005.3007993386946,316.0710960242206,19.0,,6.0,,,UPI,,South,Standard,No
,,345.8726565073984,106.0,1.0,2.0,Female,,Net Banking,Mobile,East,Premium,Yes
38.0,608.8629375110986,130.36982984374396,94.0,,6.0,Male,Monthly,Credit Card,DSL,West,,Yes
54.0,4242.636696540981,9.93949444593244,31.0,12.0,0.0,Male,Yearly,,DSL,North,,Yes
22.0,,363.1046128656814,,,9.0,Female,Quarterly,UPI,Mobile,,,
36.0,2831.3544480746696,270.1500166770514,,10.0,0.0,Male,Monthly,Net Banking,DSL,South,Basic,No
31.0,,418.87826308758815,85.0,,4.0,Female,Yearly,,Fiber,,Premium,
43.0,4733.056603019032,411.5872396358437,61.0,0.0,1.0,Female,Monthly,,Mobile,North,Standard,No
21.0,1666.8354148959818,,31.0,1.0,,Female,,Debit Card,Fiber,West,Premium,
42.0,2433.4556573252075,245.12185668987237,,6.0,6.0,Female,Quarterly,Credit Card,Mobile,East,Premium,Yes
62.0,,170.1460559392485,95.0,0.0,3.0,Female,Monthly,Net Banking,Fiber,North,Standard,No
59.0,,396.8213102827281,53.0,14.0,3.0,Male,Monthly,,Mobile,West,Standard,No
42.0,1337.4563803082478,228.3905859494812,32.0,0.0,,,Quarterly,Credit Card,Fiber,West,Standard,Yes
35.0,,95.80388721970009,66.0,0.0,,Female,Monthly,Net Banking,Mobile,,,Yes
57.0,2561.840990320517,428.2121396829298,59.0,,3.0,,Quarterly,UPI,Mobile,,Basic,Yes
,2673.3599243840986,441.8671390023119,116.0,3.0,0.0,,Quarterly,,DSL,South,Premium,
56.0,1100.6598758717469,235.82332928938422,10.0,3.0,7.0,,Yearly,Credit Card,Fiber,North,Standard,Yes
,862.7068119070609,42.4713650183448,2.0,12.0,2.0,Male,Monthly,,DSL,South,,
,3775.7268813819433,196.97391450888097,66.0,,,Male,Monthly,,Fiber,West,Premium,Yes
,2734.0751855988487,402.75114143398866,60.0,10.0,3.0,,Yearly,UPI,,East,Premium,No
68.0,,451.3781441303832,88.0,,8.0,Male,Quarterly,UPI,Mobile,,Premium,No
55.0,3782.787028935785,105.71900753630995,,10.0,6.0,Female,Monthly,Credit Card,DSL,,Premium,No
50.0,3944.808045459994,38.15193795250941,96.0,0.0,8.0,Male,Yearly,,DSL,North,Standard,No
40.0,1215.086754512091,439.2884743007551,16.0,11.0,9.0,,,Net Banking,Mobile,East,Basic,No
32.0,3246.013172649386,197.75544479454328,16.0,9.0,2.0,,Monthly,Credit Card,,South,Standard,
50.0,1109.093370249585,273.1716773124438,,8.0,0.0,Female,,UPI,Mobile,,Standard,No
42.0,,484.1925769651257,39.0,6.0,4.0,Male,Quarterly,,Fiber,West,Standard,
34.0,3456.2982032021278,37.94954031754031,,3.0,2.0,Female,,,,North,Basic,Yes
,,325.9174136887873,31.0,,5.0,Male,Quarterly,,Mobile,,Basic,
64.0,810.3110736038952,41.682184174559204,107.0,,7.0,Female,,Credit Card,Mobile,North,Basic,No
19.0,756.7462451806445,,88.0,13.0,,,Monthly,UPI,DSL,West,Standard,No
31.0,1769.8418361194006,402.8881998707561,1.0,1.0,4.0,Female,Yearly,UPI,Fiber,West,Basic,Yes
57.0,1677.6755768115768,,11.0,6.0,,Female,Quarterly,Net Banking,DSL,West,,Yes
57.0,1611.4045958239992,498.6052651819605,119.0,1.0,,,Quarterly,UPI,,South,,No
68.0,4578.145612344665,281.73434604856806,85.0,9.0,3.0,,Yearly,Net Banking,Fiber,South,,
56.0,,,,7.0,3.0,Male,Quarterly,UPI,,West,Standard,
68.0,1723.7737675788394,,71.0,7.0,3.0,Male,Yearly,Net Banking,Mobile,West,,No
,,,26.0,,3.0,Female,Monthly,Debit Card,DSL,South,,No
23.0,,189.40397051097764,111.0,12.0,,,Quarterly,UPI,,South,Basic,No
20.0,,39.013270473360684,50.0,7.0,1.0,,Quarterly,UPI,Fiber,South,,
24.0,794.1477090397336,187.93922871625273,12.0,1.0,1.0,Female,Yearly,,Fiber,East,,No
68.0,,234.79806727091633,95.0,5.0,8.0,Female,Yearly,,Fiber,South,Standard,Yes
,651.2612008247718,362.75518735820833,81.0,12.0,1.0,Female,Yearly,UPI,Fiber,West,Basic,No
,781.9394155490954,330.0810949371959,97.0,,5.0,Male,Yearly,,DSL,,Basic,No
69.0,4578.968540049849,355.83899933843134,75.0,,1.0,Male,Quarterly,Credit Card,Fiber,South,Basic,No
32.0,,9.140022529044263,,10.0,4.0,,Monthly,,Fiber,West,Basic,Yes
64.0,2895.893070238477,112.74536279236534,96.0,6.0,3.0,Male,Monthly,,Mobile,North,,Yes
,2349.9302117031793,332.53372275792896,65.0,12.0,6.0,,,,Fiber,East,,No
50.0,2063.044968164792,244.57473724897483,47.0,9.0,,,Monthly,,,West,Standard,
,4549.250055592726,7.6301704558312435,92.0,,5.0,,Yearly,,Mobile,North,Standard,
47.0,598.2052854897028,403.2248480037521,53.0,14.0,9.0,Female,Quarterly,Credit Card,Mobile,West,Standard,Yes
56.0,,387.540738778717,106.0,,,Female,Quarterly,UPI,,South,Premium,
44.0,4835.274953960977,276.4674856818135,71.0,6.0,0.0,Male,Quarterly,Credit Card,DSL,South,,No
53.0,,37.8993462592547,,5.0,2.0,Male,Yearly,,Mobile,North,Premium,No
,4715.701079148913,384.4249495186294,106.0,2.0,8.0,,,Debit Card,DSL,South,Standard,No
55.0,735.160456787107,293.93822592702514,24.0,13.0,0.0,Male,Yearly,Credit Card,Fiber,,Basic,
50.0,2384.569935833726,392.0701886931898,4.0,9.0,4.0,Female,Quarterly,,DSL,North,Basic,No
,,377.114761235941,108.0,1.0,1.0,,Monthly,Net Banking,,West,Basic,No
,3788.694342413284,402.48602561912935,,9.0,,Female,Yearly,,Fiber,West,Premium,
50.0,4915.83690723761,261.4139928702893,26.0,3.0,0.0,Female,Quarterly,Net Banking,,,Standard,No
,,74.46063650578992,75.0,2.0,2.0,,Monthly,Debit Card,DSL,South,Standard,No
,3443.785706633335,337.2229493229459,,6.0,9.0,Female,Monthly,Net Banking,Mobile,South,,No
19.0,1391.4393474188305,312.13452360072546,50.0,7.0,6.0,Male,Monthly,UPI,DSL,West,Premium,
27.0,3043.9861455722444,372.41532766354817,43.0,1.0,9.0,,Yearly,UPI,DSL,,Premium,No
22.0,2587.696190097513,89.09109799511397,75.0,9.0,2.0,Female,Yearly,Credit Card,DSL,West,Premium,No
27.0,,101.51272395064316,109.0,6.0,3.0,Female,Quarterly,Net Banking,Fiber,,,No
,3238.3727271340995,445.7527110235676,67.0,7.0,1.0,Female,,UPI,,North,,No
55.0,,376.23901023377505,,5.0,2.0,Male,,Credit Card,Fiber,West,,Yes
,1013.4310319957002,454.5731019066598,,5.0,8.0,Female,Quarterly,Debit Card,Mobile,South,Premium,
48.0,1180.6107293072055,380.56408397614075,106.0,9.0,2.0,Male,Monthly,UPI,Mobile,North,,No
,1513.9261847805578,300.59187646519945,27.0,0.0,4.0,Female,Quarterly,Credit Card,Mobile,East,Premium,No
53.0,1629.349976031341,328.79570482879745,,3.0,,Female,Yearly,,Fiber,,Basic,Yes
62.0,,445.11832235030494,54.0,,,Female,Quarterly,Net Banking,DSL,East,Premium,No
,3025.5025472713623,291.50934348341053,66.0,,6.0,Male,Monthly,,Mobile,North,Standard,No
69.0,2855.259101184649,,,3.0,6.0,Female,Yearly,Net Banking,Mobile,North,Premium,
,1016.4599234114786,82.45597442178229,16.0,1.0,,Female,Yearly,,Fiber,East,Premium,
46.0,,239.59100395747083,2.0,10.0,4.0,Female,Quarterly,Net Banking,Mobile,South,Standard,No
25.0,3752.6643644381766,359.616570419259,60.0,12.0,0.0,Female,Quarterly,,DSL,South,,No
,804.5076285500071,139.11663566660087,,4.0,9.0,Female,Yearly,,Fiber,,Premium,Yes
46.0,3685.257937533959,105.11581935964479,30.0,9.0,,Male,Quarterly,,Fiber,North,Standard,Yes
,,160.3442700710857,,13.0,9.0,,,Net Banking,DSL,,,
21.0,,124.54281085645256,38.0,8.0,0.0,Female,Quarterly,,DSL,North,Basic,Yes
29.0,2562.352886878954,111.38175533301595,28.0,10.0,4.0,,Quarterly,UPI,DSL,,Standard,
62.0,2681.1332920852115,215.30116721970305,25.0,14.0,,Male,Yearly,Debit Card,Mobile,,Standard,
19.0,,454.38006437234935,96.0,11.0,8.0,,Quarterly,Credit Card,DSL,South,,
,4755.64166150127,255.99452513566555,10.0,,0.0,Male,Quarterly,,Fiber,West,Premium,Yes
48.0,4324.889171662979,98.0205885035849,,,0.0,Female,Quarterly,UPI,DSL,North,,
68.0,3510.6005179809877,,,7.0,,Female,Monthly,UPI,Fiber,North,,Yes
,2580.3300245027326,349.597291843273,40.0,2.0,3.0,Male,,,Fiber,,Standard,
53.0,2352.944937130288,194.48538839601198,97.0,5.0,,,Monthly,Credit Card,Mobile,East,Standard,
53.0,3429.380602179294,411.8063185597528,77.0,3.0,8.0,Male,Monthly,Credit Card,DSL,North,,Yes
43.0,2954.443412331075,331.45783047718123,105.0,7.0,8.0,Male,Monthly,Debit Card,Mobile,West,Premium,No
,,399.1395180179774,118.0,10.0,1.0,Male,Monthly,,DSL,North,Standard,Yes
,2806.2619194664926,139.61328951213213,42.0,,8.0,,Yearly,Net Banking,,North,Standard,Yes
22.0,4128.816277547778,,47.0,7.0,5.0,Male,Monthly,Net Banking,DSL,,Basic,
37.0,2566.579449186311,135.7106824233908,37.0,0.0,7.0,Male,Quarterly,,DSL,East,Basic,No
28.0,733.8045989942078,469.83889732789436,118.0,5.0,,,Monthly,Net Banking,DSL,,Basic,No
,4038.251897228149,,80.0,,3.0,,Quarterly,Debit Card,Fiber,South,Premium,Yes
57.0,1406.1370196118846,165.63334108679433,109.0,0.0,1.0,,Monthly,Debit Card,Fiber,North,Standard,Yes
55.0,1663.7937569961746,138.40837183467497,22.0,7.0,1.0,Female,Yearly,Credit Card,DSL,West,,Yes
,1241.1785904453316,99.50865961046354,57.0,14.0,,Female,,Credit Card,Fiber,West,Standard,
,1985.967791921739,348.84727465239524,84.0,6.0,0.0,Female,Monthly,Credit Card,,South,Basic,
40.0,,,114.0,2.0,,Male,Yearly,Credit Card,Mobile,,Standard,Yes
64.0,2837.236367767718,299.6751166341071,,5.0,2.0,Female,Monthly,Credit Card,,East,Standard,
43.0,1421.9657336782066,135.9943383280519,27.0,14.0,,Male,Quarterly,Net Banking,DSL,West,Standard,Yes
63.0,4450.235351684183,332.67462767296496,,8.0,,Female,Monthly,Net Banking,DSL,,,Yes
60.0,4458.118347281881,408.3951656275669,80.0,6.0,9.0,,Monthly,Credit Card,Fiber,,Standard,Yes
,4417.602912707031,,34.0,11.0,5.0,,,Debit Card,Fiber,,Premium,No
43.0,1574.5829512169269,381.62140881073697,32.0,2.0,9.0,Female,Yearly,Net Banking,Fiber,North,Standard,Yes
30.0,2530.5770488144462,97.92259081766477,90.0,13.0,1.0,Female,,Debit Card,Mobile,West,Premium,No
57.0,4932.453452633938,,,13.0,,Male,Monthly,Debit Card,Mobile,East,Standard,Yes
,3974.0561433949565,350.97967010125586,66.0,,3.0,Female,,,,East,Premium,Yes
42.0,622.2533955150192,187.3318708282039,12.0,5.0,9.0,Female,Monthly,UPI,,North,,Yes
50.0,,219.01138206965692,40.0,,,,Monthly,Credit Card,Fiber,North,,Yes
64.0,,20.418800932728576,,,8.0,Male,Monthly,Debit Card,DSL,South,Standard,Yes
57.0,4591.4909263770205,133.49034239114934,76.0,,,,,,DSL,North,,Yes
60.0,2924.158090787214,,90.0,,3.0,Female,Quarterly,UPI,,,Basic,
29.0,2740.156286154306,440.1969574376176,73.0,2.0,,,Quarterly,UPI,DSL,East,,Yes
61.0,,125.48135819317258,10.0,8.0,,Female,Yearly,,DSL,East,Premium,Yes
53.0,,280.881898938639,96.0,9.0,,Female,Monthly,UPI,DSL,,,
,,24.294763727259554,98.0,1.0,4.0,,Yearly,UPI,Mobile,,Basic,
21.0,2211.8900337840305,335.08945869630077,,0.0,7.0,Female,Yearly,Net Banking,Fiber,South,Standard,Yes
22.0,3990.253329163974,164.89853614827646,20.0,14.0,1.0,Male,Monthly,Debit Card,Fiber,North,Premium,
54.0,4840.144942553652,449.4699975440446,39.0,13.0,,Female,Quarterly,UPI,DSL,,,
25.0,,444.61850352234774,60.0,1.0,,Female,Quarterly,Debit Card,Fiber,West,Basic,Yes
59.0,2854.983340376336,,66.0,6.0,,Male,Monthly,UPI,Fiber,East,,
,1792.1208113805899,450.9756433667816,,9.0,8.0,Female,Monthly,,Mobile,,,
,,498.0980483818955,51.0,0.0,9.0,Female,Quarterly,,Mobile,East,,Yes
,3099.1701464652087,413.5807537413543,,5.0,0.0,Male,,UPI,DSL,East,,No
,,,24.0,13.0,2.0,Female,Monthly,Net Banking,DSL,North,Standard,No
68.0,4090.6137182715233,128.2593243739995,118.0,6.0,1.0,Male,Monthly,UPI,,South,Standard,Yes
46.0,2281.867126981047,290.4676874345894,27.0,,,Male,Quarterly,Debit Card,Mobile,East,Basic,Yes
31.0,4617.905307831695,38.29167741384709,2.0,,9.0,,Yearly,,Fiber,West,Standard,Yes
57.0,,51.984378726726504,31.0,13.0,8.0,Male,Yearly,Debit Card,Mobile,,,
58.0,1210.7967027590662,,57.0,7.0,8.0,Female,Monthly,,Mobile,North,Basic,
39.0,3631.546031759611,166.6864284658259,78.0,5.0,9.0,,Quarterly,UPI,,West,Basic,Yes
,4069.676076972145,375.35103646417895,66.0,2.0,1.0,Female,Monthly,,Fiber,West,Basic,No
40.0,1925.42754680387,404.29920124827413,,7.0,2.0,,Quarterly,Credit Card,DSL,,,No
18.0,4357.306656494388,429.72151914857847,,6.0,,Female,Monthly,,Fiber,,Premium,Yes
63.0,4577.644646445949,498.8260072140675,12.0,2.0,8.0,Female,Quarterly,Net Banking,Fiber,West,,No
54.0,1746.0701932001402,124.54076020214958,,,2.0,Female,Quarterly,UPI,Fiber,,Standard,
38.0,4925.8466272185,24.973659295551354,28.0,,,Female,Yearly,,Fiber,,Standard,No
,1133.201876219413,208.53980140732006,84.0,1.0,2.0,Male,,Net Banking,DSL,,Premium,Yes
63.0,1409.0705078112048,69.38993156532874,103.0,2.0,6.0,,Yearly,,DSL,South,,Yes
53.0,1329.0117765711175,16.10081513521729,24.0,,6.0,Female,Yearly,Net Banking,Fiber,,,
40.0,,183.41127943503562,21.0,12.0,,Male,Quarterly,Credit Card,Fiber,,,No
18.0,,392.95043428224204,,0.0,1.0,Female,Monthly,UPI,DSL,South,,Yes
68.0,1184.469274500228,,110.0,3.0,5.0,Female,Quarterly,,DSL,,,
